id,name,user,sunk,built,built_details,description,construction,owner,size,sinking,location,underwater,region,latitude,longitude,image,caption,museum_link,dave_link
309,Correio Da Azia,1,1816,?,Unknown in Portugal,Galera (small mail ship),Timber,Joao Nunes da Silveira Master: Joao Joaquim de Freitas,Unknown,En route from Lisbon to Macau carrying silver coins for trade. Struck section of Ningaloo Reef due to lack of longitude navigation knowledge.,Point Cloates on reef 6km from shore,Wreck at 3m depth with strong breaking swell and surge.  Wreckage includes anchors and iron knees scattered in shallow gullies. Timber and spars washed up on shore and documented by early explorers,MW,-22.8628,113.745066667,,,,
310,Albatross,1,1868,1867,1867  by William Garrard at Geraldton,"Sailing Lighter, cutter rigged",Timber from African wreck,William Garrard  Master: William Garrard,Unknown,En route from Irwin River to Geraldton with cargo of Equipment crew 7 deaths 8,Opposite the mouth of the Irwin River,"About a mile off shore and almost opposite the mouth of the Irwin River, the Albatross was swamped by a large wave. The mast carried away, and everything on deck including the passengers and crew washed overboard. The vessel was then rolled over and over in the surf and fetched up on the sand-bar at the mouth of the Irwin River. Of the eleven people aboard only three survived. These were Alexander Pead, one of the crew, and two whaling crew, Edward Lewington, and Burdee, an Aborigine. Those drowned were the vessel’s builder and master, William Garrard, six whalers and the woman, Margaret Allender.",MW,-29.258317,114.903235,,,,
311,Batavia,1,1629,1628,"1628 VOC Amsterdam, Netherlands",Dutch Sailing Fluyt,Timber,VOC   Master: Adriaen Jacobsz,600 tons length 56.6m beam 10.5m draft 5.1m,"En route from Texel to Batavia with trade goods, building blocks for a Portico, silver coins. Hit Reef and sank. 322 aboard 40 drowned.","Morning Reef, Houtman Abrolhos","Lies In10m depth, scattered cannon and anchors. Portion of stern recovered, now on display in Shipwreck Museum, Fremantle. Stone Portico on display at Geraldton Museum.",MW,-28.491644,113.791928,,,,
312,Bay,1,1910,1909,"1909 by Murray and Howson, Fremantle",Schooner,Timber,John Byrne and Martin Freney Master: Frank Johnston,15.16 tons length 3.7m beam 12.5m draft 1.6m,Struck reef and sank near Jurien Bay,Wrecked near Jurien Bay when it struck a reef on 1 January 1910. As the registration date is 31 December 1909 possibly one of the shortest registrations on record.,Wreck not yet found,MW,-28.765,114.57,,,,
313,Ben Ledi,1,1879,1868,"1868 by Barclay, Curle and Co of Glasgow",Iron Sailing Ship,Iron,Watson Brothers of Glasgow Master: Captain John Boyd,1057 tons length 66.4m beam 10.5m draft 6.4m,En route from Sydney to Calcutta in Ballast with 24 crew,The Ben Ledi lies just offshore on the east side of Pelsaert Island about 7 km north of Wreck Point.,The main site of the wreck of the Ben Ledi is located about 150m off-shore on a shelving reef in 2–6m of water. Some frames and plating show above water.,MW,-28.93687,113.969225,,,,
314,Benan,1,1888,1875,"1875 by Barclay, Curle & Co Glasgow",Iron 3 Masted Sailing Ship,Iron,William Thompson and Co. Master: John Burns,1415 tons length 73.9m beam 11.2m draft 6.8m,Wrecked and sunk en route from Cardiff to Hong Kong with Cargo of Coal,South of Point Cloates,Ship broke up and little remains today,MW,-22.741516667,113.6745,,,,
315,Britannia,1,1931,?,,Pearling Lugger,Timber,"Owner: Dennis (Dinny) Ahearn	 As a pearling lugger the Brittania was licensed in Broome and carried the number B 322. John Byrne owned it in 1923. It was one of the luggers that Dennis (Dinny) Ahearn received as payment as part of a business deal, and which he then used for fishing. The Brittania was heading to Shark Bay when wrecked.",length 13.4m,"En route from Geraldton to Shark Bay Brittania ran on to a reef about 5 miles north of Lucky Bay, and the crew could not get it off. The crew then rowed their dinghy to Port Gregory to seek assistance. They returned with help, but despite the efforts, the lugger could not be saved.",16 miles north of Port Gregory and 1.5 miles offshore,"Wreck not found. Sails, spars and various other items were salvaged but the vessel and the 2.5 tons of fish in the icebox were lost. The Brittania was not insured.",MW,-28.115984,114.166471,,,,
316,SS Cambewarra,1,1914,1913,"1913 by Werf Gusto, Firma A.F. Smulders of Schiedam (Holland)",Steam Trawler,Iron with Twin Steam Engines,New South Wales Government  Captain: Van der Key,450 tons,"The Cambewarra was on its maiden delivery voyage from Schiedam, The Netherlands to Sydney, New South Wales with a crew of 14, when she struck a reef off Fisherman´s Island, 50 miles South of Dongara. All were rescued.","Near Fisherman’s Island, 50 Miles south of Dongara","The wreck lies on a N–S axis on a sand bottom in 57m of water. It appears to be virtually upright, with the lower part of the hull buried to a depth of 2.5m. The bow and stern sections are relatively intact but the midships has collapsed inwards. The wreck is 45m long and 10 m wide.",MW,-30.211,114.822166667,,,,
317,Catalina,1,1944,?,Consolidated Aircraft Corp. USA,PBY 5 Flying Boat,Aluminium,US Navy Fleet Wing,14.4 ton  length 19.5m wing 31.7m height 5.7m,"En route from Matilda Bay in Perth – forced to land near Sea Bird during WWII, the Catalina dragged anchor and was wrecked on nearby reef.  Few records and site not located.",4km South of Sea Bird,"Though this particular aircraft belonged to the United States Navy Fleet Air Wing 10, an informal agreement between the US and Western Australia transfers control to this State. A recent declaration that all the World War II flying boats at Broome come under the protection of the Heritage of Western Australian Act 1990  is a pointer to the future management of this site when it is found.",MW,-31.295268,115.436484,,,,
318,Chofuku Maru,1,1931,1908,"1908 by Russell & Co., Glasgow, Scotland",Cargo Ship,Steel with steam 3-cyl. 410 n.h.p. engine,"Kawashi Kisen, Kobe  Master: Capt Murrai",4498 tons length 117.4m beam 14.9m draft 5.5m,"Anchor chains broke and forced onto reef in heavy swell while attempting to assist stranded Japanese vessel SS Shunsei Maru, cargo caught fire and damaged superstructure, vessel abandoned and sunk with cargo of wheat.",3 miles north of North West Whaling Station,Extensive 100m site in 8-10m depth makes an interesting dive in good conditions,MW,-22.51755,113.662983333,,,,
319,African,1,1863,1853,"1853 at Sunderland, UK",Fully Rigged 3 Masted Ship,Timber,Captain J Gibson,888 ton  length 48m beam 10m draft 6.5m,"En route from Champion Bay for Fremantle with a cargo of copper and lead ore and 200 bales of wool.  During a heavy gale, the ship leaking, and the crew constantly manning the pumps, the ship hit a reef south of Point Moore. The African was badly damaged but managed to return to Champion Bay, where it ran aground. The cargo was unloaded and the ship declared a loss. Some of the timber was used to make new boats.",Off Sunset Beach north of Geraldton,"Some wreckage remains – being ship fastenings and fittings, some 30 to 50m offshore at Sunset Beach, near the mouth of the Chapman River.",MW,-28.726058,114.618849,,,,
320,JP Webb,1,1951,1951,1951 by Ferguson Bros. Glasgow,Steam Driven Hopper Barge,Steel,Melbourne Harbour Trust Master: Captain G A Thexton,983 tons,"The ill-fated vessel was launched in April 1951, only to run aground four months later on what is now known as Webb Reef. It lies 1.6km west of Ledge point","Ledge Point, Webb Reef","The boiler clearly visible from the surface, lying about 1m below surface. The site has been extensively salvaged but remains an attractive and easily accessible wreck dive in good conditions. ",MW,-31.101481,115.336452,,,,
321,Agnes,1,1917,?,Unknown,Fishing Boat,Timber,C Millen of Fremantle  Master: H Carlsen,14 tons,Squally weather set in and the Agnes dragged anchor hitting the Viaduct in Geraldton Harbour.  The vessel broke up and the aft cabin and ice box drifted ashore.  The captain and 2 crew reached shore safely.,Geraldton,"According to the newspaper account published the following day, the vessel was damaged beyond restoration. Wreck not found",MW,-28.772073,114.602361,,,,
322,Alinora,1,1929,1904,1904 at Fremantle,Ketch (was Lugger),Timber,Dennis Ahearn  Master Bruer Soolsma,12.2 tons length 10.9m beam 3.6m draft 1.2m,"The Alinora was struck by a NW gale about 30km west of Port Gregory and unable to make port before dark, was forced to wait for daylight. The vessel was thrown on its beam end and swamped. The 2 crewmen clung to the keel while the Captain unsuccessfully tried to free the dinghy, then found his crew had disappeared as neither could swim. An icebox surfaced and he scrambled onto it and was blown ashore about 25km north of Geraldton.  After walking all night he reached Geraldton and safety. ",24 Km West of Port Gregory,"Underwater:	Wreck not found.  Wreckage including icebox, dinghy, an oar, a deck broom and some vegetables were found on the beach during the unsuccessful search for the bodies of the 2 crewmen.",MW,,,,,,
324,Arab,1,1921,1898,"1898 built at Wilsons yard near the Causeway, Perth",Steam Launch fitted for Shark Fishing,Baltic pine from wrecked Lygnern.,A.W. Whaling Co. Perth Master: Haakon Stang,"12 tons, length  11.6 with 40HP engine from launch Ti-Tu",En route Fremantle to Pt Cloates to establish a shark fishing venture. Caught fire and foundered in heavy weather. Crew of 4 survived.,"West of Cowella station, south of Lancelin",Wreck not found,MW,-31.13284,115.385228,,,,
325,Cochituate,1,1861,1848,"1848 in Medford, USA",3-masted Barque with two decks,"Oak, pitch-pine and hackmatack.",J. Bangs and son. Captain: G. Harbands,347 tons,En route from Melbourne to Singapore with cargo of Meat. The vessel went on the reef while in the process of tacking and quickly filled with water. Within an hour the ship began breaking up.  The crew of 12 left in the two ships boats.,"Abrolhos Islands, near Rat Island, Easter Group",Wreck was burnt after salvage. Recently divers from the WA Museum found and photographed a length of bronze railing near the area where the Cochituate is believed to have been wrecked.,MW,-28.765,114.57,,,,
326,Duchess Of Kent,1,1895,1875,"1875 at Franklin, Tasmania",Ketch with elliptical stern,Timber,"William Reid, Bunbury Master: Captain Ehlert",60.08 tons length 21.4m beam 6.1m draft 2.1m,En route from Geraldton to Fremantle to load another cargo of explosives for the WA Government.  Struck reef in storm,"Near Cervantes Island, south of Geraldton","Went over outside reef and then struck inner reef, wreck not found",MW,-30.523895,115.046151,,,,
327,Duffie,1,1909,?,unknown,Fishing Boat,Timber,Master: Peter,Unknown Registration 12,Wrecked on inner reef due to heavy weather conditions.  All crew saved,Foundered on inner reef near Dongara,Wreck not found,MW,-29.312856,114.902358,,,,
328,Emily,1,1868,1868,1868  by Richard Wrightson of Fremantle,2 masted Schooner,Timber,"Richard Harford, a Fremantle Boatsman",40 ton  length 18.4m beam 4.9m draft 2.1m,En route from Geraldton to Fremantle with cargo of copper ore and flour. On discovery of the wreck it appeared that while at anchor she had been driven ashore by the tempestuous weather.  All crew of 4 were lost.,Moore River/Wreck Point near Eglington Rock,"When located the greater portion of the hull was found near the beach, and endless fragments of masts and rigging strewn about, as well as 30-40 bags of flour.",MW,-31.503544,115.582698,,,,
329,Emma,1,1867,1859,"1859 at Lowestoft, Suffolk UK",Two-masted Schooner,Timber,Walter Padbury  Captain: Badcock,116 tons length 26.1m beam 6.2m draft 3.4m,Departed Cossack for Fremantle with a cargo of wool and pearl shell. Crew of 8 and 34 passengers.  All lost.,On reef near Coral Bay,Located on a flat corraline reef north of Coral Bay. Mid-tide 2-3 metres of water but with strong current and broken waves. Snorkeling possible in ideal weather conditions.  Scattered wreckage and some anchors visible.,MW,-23.08255,113.7335,,,,
330,Emu,1,1925,?,Unknown,Fishing Boat,Timber,Marko Margetic,Unknown,"Margetic was attempting to sail out of Port Gregory through the Gold Digger Passage rather than the wider Hero Passage. The wind dropped and as he dropped the anchor, a westerly scud struck the vessel. This combined with the incoming tide drove it onto the reef where it was severely damaged. The Emu sank but Margetic was able to get ashore safely in the dinghy.",Port Gregory,Wreck not found,MW,-28.188539,114.235911,,,,
331,Era,1,1928,1887,"1887 at Waterview Bay, Sydney, NSW",Ketch rigged fishing boat,Timber with 40hp engine,Charles Nelson of Geraldton,60 tons length 20.7m beam 4.4m depth 3.4m,"During the night of 16 July 1928 a northerly storm caused the Era to break its mooring and drift until it hit the breakwater close to the viaduct in Geraldton Harbour. It was badly holed when a pile was driven through the side of the hull and sank quickly, a factor being its heavy lead keel",Geraldton Harbour,"After several weeks underwater the vessel was raised, a refit carried out in Geraldton and returned to the fishing fleet. It finally sank on 28 April 1958 in South Passage, Shark Bay, where the lead keel remains.",MW,-28.771717,114.601995,,,,
332,Europa,1,1897,1869,1869 at Newcastle-on-Tyne by C Mitchell & Co,Iron Barque (original Haidee),Iron,"McBean, Bowker and Company of Perth and Fremantle Master: Captain Di Janni",756 tons length 57.1m beam 9.1mm draft 5.8m,"Struck a reef en route from Glasgow to Fremantle with full general cargo, mainly bar iron and steel, cases of beer, stout and whiskey, hogsheads of beer and china plates. The value of this cargo was about $20,000 ",12 miles south of Jurien Bay/Sand Reef,"Most of the hull of the Europa lies on top of the reef in 4 to 6 m of water, but the stern and part of the starboard side has collapsed into reef holes 10 to12 m deep. Some of the cargo, mainly bottles and crockery, remains. Two anchors lie on site.",MW,-30.402716667,114.9859,,,,
333,Fairy Queen,1,1875,?,by unknown in Singapore,Brigantine two-masted ex Dutch vessel Rhio,Timber,"Messers Marmion, Brown and Gill   Captian: Andrew Edgar",115 tons length 100.2m beam 14.2m draft 7.7m,"While sailing from Singapore in August 1875 on a pearling expedition to the NorthWest. On October 12, it was wrecked in heavy seas on the northeast side of the Cape. The wreck, which lies just south of the US Navy jetty, is mostly covered with sand, but at times has been exposed.",Exmouth N W Cape,,MW,-21.81715114,114.1891166667,,,,
334,Flying Foam,1,1872,1861,1861 by William Jackson of Fremantle at South Beach,"2-masted Schooner one deck, square stern",Timber,John Bateman of Fremantle Captain: Charles Reeves,33.32 tons length 18.3m beam 4.8m draft 2.1m,En route from Champion Bay to Fremantle with crew and passengers.  Hit by cyclone and all lives lost,Abrolhos Islands area,Wreck not found,MW,-28.5747835,113.1754042,,,,
335,General Gordon,1,1889,1885,"1885 at Cape Hawke, Sydney",Two-masted top sail Schooner,Timber,Alfred C. Jolly of Darwin  Master: Captain Ware,60 ton length 20.1m beam 5.9m depth 2.3m,"En route from Mc Arthur River to Sydney with only stone ballast. A nor-west gale struck the vessel and the rudder sheared off, using drogues to steer the vessel, leaking badly the General Gordon was abandoned about 50km from Geraldton, crew of 6 reached shore in the dingy",At sea off Geraldton,wreck not located,MW,-29.120053,114.418916,,,,
336,Grace Darling,1,1914,1869,"1869   in Hobart, Tasmania",Two-masted Schooner,Timber,"R.J. Lynn Mouatt St, Fremantle  Master: F. Schroder",260 ton  length 41.8m beam 9.8m draft 4.1m,En route from Abrolhos to Fremantle carrying 1000 bags of guano with crew of 6.	There was a strong wind blowing when she struck a reef off Edward Island. The schooner was laid over on its beam ends.,"Off Edward Island, Lancelin","On the southern tip of Edward Island near Lancelin, inside the reef in 5-6m of water.",MW,-30.999756,115.316477,,,,
337,Guano Barge,1,C1900,?,Unknown,Barge,Timber,"Broadhurst, McNeil and Co.",Unknown,In 1962 crayfishermen and divers reported an old hulk which may be remains of a dumb barge used in the guano trade.,60m West of Seal Island on Morning Reef,Located in 2m water only remains now are a heavy windlass used for anchoring and adjusting towline of the barge,MW,-28.484527,113.804111,,,,
338,Gudrun,1,1902,1880,"1880 Charland of Quebec, Canada",3 masted Sailing Barque  – (Originally Braithwood),Timber,"Mathias Hansen of Xiansand, Norway Captain: T. Griff",977 tons length 53.8m beam 10.7m draft 6.4m,"En route from Bunbury to Falmouth UK with a cargo of 3000 tons of Jarrah timber.  After four days at sea, the Gudrun started leaking badly and was forced north along the Western Australian coast by strong winds. As the crew was exhausted after manning the pumps for five days, the ship was deliberately scuttled on the Peron Flats.","Peron Flats, Shark Bay","The wreck lies in about 6m of water on a sandbank.  The wrecks superstructure has been flattened by the constant flow of the current and the occasional cyclone.  The hull is buried, largely intact, with iron frames rising above the seabed.",MW,-25.425,113.525166667,,,,
339,Hadda,1,1887,1860,"1860 Sundahaven, Germany",3 masted Sailing Barque,Timber,"William Johnston, Newcastle, NSW  Master: Captain John Lewis Parker",334 tons,"En route from Lacepedes to Fremantle with 11 crew, in ballast. Wrecked and sunk by a strong current pulling it off course.","Off Beacon Island, Abrolhos Islands","The wreck covers an area of about 40m x 19m and includes a substantial amount of the hull, the keel, iron hanging knees, deadeyes, a chain plate and the port hawse pipe.  The wreck lies in a gully at the edge of a coral reef in depths ranging from 2m to 5m.",MW,-28.472267,113.792417,,,,
340,Hugh Norman,1,1910,?,"1910 by A E Brown, Fremantle",Pearling Lugger,Timber,"Robinson & Norman, Merchants  Master W Dundee",12.4 tons length 11.5m beam 3.8m draft 1.5m,En route from Fremantle to Broome on delivery voyage. Crew of 2 survived.,"Opposite Green Island near Namban Creek, between two small islands and about 100m from shore.",Wreck not found,MW,-30.678007,115.139726,,,,
341,Hartog Plate,1,1616,1616,,Dirk Hartog Plate,Pewter,VOC  ship Eendracht,35cm Diam.,,"Dirk Hartog Island, Shark Bay",,MW,-25.481508,112.968578,,,,
342,Iduna,1,1942,1888,1888 at Balmain NSW as a racing yacht,Yawl Fishing Boat,Timber,"Charles Nelson, Trader",30 tons length 15.1m beam 3.7m Depth 1.7m,"The vessel sank during a severe storm.  Originally had a Caretaker aboard, but he had left to assist on another fishing boat which was short of crew.",Geraldton Harbour,The hull was blasted apart during the war as it was deemed a hazard as was located in the Catalina take off and landing area. The lead keel was salvaged in 1947.  Wreck not located.,MW,-28.771717,114.601995,,,,
343,Ione,1,1907,1874,"1874 by Charles Watson, Claremont",Schooner,Timber one deck with oval stern,G F Preston  Master W H Lane,25.5 tons length 16.4m beam 4.2m draft 1.8m,"En route from Geraldton to Cossack with crew of 3. A northerly wind badly strained the rigging opening hull seams,They turned towards Champion Bay for repairs. When the pumps choked, it was decided to abandon ship. The crew took to the 3m dinghy which later capsized in the surf, but all crew landed safely. ","13km North of Point Moore, Geraldton",Wreck not found,MW,-28.670167,114.517697,,,,
344,Hmas Sydney II,1,1941,1934,"1934 Swan, Hunter and Wigham Richardson Ltd UK",Naval Light Cruiser,Steel,Royal Australian Navy Master: Captain Collins,6830 tons length 171m beam 20m draft 5m,"Following a battle with the German raider Kormoran in the Indian Ocean off the Western Australian coast.On 19 November, Sydney sighted the Kormoran, disguised as a Dutch merchant ship, and both ships altered course. When the Kormoran was asked to identify itself, and as the distance between the two ships narrowed, they hoisted the German colours and, already at action stations, fired at the ill-prepared Australian cruiser. The Sydney’s bridge and tower were hit within seconds and for 30 minutes they fired guns and torpedoes at each other.  The loss of the Sydney with its full war complement of 645 crew remains the worst Australian naval disaster.",207 Km West of Steep Point,"At 2500m, the 2015 WA Museum and Curtin University survey expedition, costing $2.4m, has produced thousands of images and video.",MW,-26.243611112,111.2175,,,,
345,Gareenup,1,1923,1893,"1893 by W and S Lawrence, Fremantle",Paddle Steamer later a Lighter,Jarrah Timber,"Randell, Knight and Company, later The Swan River Shipping Company",84 tons length 29.3m beam 5.2m draft 1.8m,"At about 4.30 pm on 21 August 1923 the steam tug Euro was returning to harbour after taking out the Dutch steamer Tjikandi. The Gareenup, under the command of H. Dodd with a crew of six, was moored alongside the 5247ton Swedish ship Yangaren, and as the tug made towards its berth at F Shed it struck the lighter on the starboard bow and she sank quickly. (The West Australian, 24 August 1923: 8f). The cause of the sinking of the Gareenup as recorded by the authorities was defective steering gear on the Euro (Dickson, 1992).",Fremantle Harbour,Not to be confused with ‘North Mole Barge’ [which is Steel and further out from shore] The wreck may now be under sand?,PC,-32.0518,115.725566667,,,,
347,Priestman Dredge,1,1893,Prior1889,"prior 1889  Priestman Bros. Kingston upon Hull, UK",Steam driven grab bucket dredge,Iron,WA Government,length  40 m (131.2 ft),"At 11.00 pm on 10 May 1893, as the steamer Albany  was departing the port, the dredge was seen to be afloat. The night was a stormy one with rough seas, and on the following morning the barge with the dredge on it was discovered floating upside down. All the gear on deck was lost during this capsize.","In 1978 a wreck was found about 120 m off the South Mole and 300 m off shore from Bathers Beach by J. Carpenter. The wreck lies on a sandy bottom in 6 m of water, and is probably the remains of the Priestman dredge which sank in May 1893.","On 12 May 1893, during an unsuccessful attempt to turn the dredge upright, it sank. Alfred Edmund Brown, boat builder of Fremantle, obtained the contract to raise the sunken dredge. The Dolphin  was used to try and raise the dredge by the use of a chain under the hull, but at the first attempt this snapped under the strain. Diving gear, shackles and other lighter items were recovered by the divers. Eventually on 5 June 1893 the hull was raised. The total cost of salvage was £120. There appears to be no further reports on this dredge. It is possible that it sank again soon after being raised.",PC,-32.2375,115.691333,,,,
348,Tug Wyola,1,1970,1912,"1912 J.T Eltringham and Co. South Shields, UK",Twin funnel Tug,Iron with 179 HP triple expansion vertical steam engine,Swan River Shipping Co. Ltd.,"306 tons, length 38.1m width 7.5m depth 4m","Sold to Goldfields Metal Traders for scrapping and towed to Robb Jetty. At The jetty a barge was moored alongside with the sign ‘Randy’s Wreckers’ displayed. As the tug was cut down so it gradually worked shorewards until it grounded. The hull was drawn up onto the shoreline and was further cut down until only keel, part of the sternpost and the stern frame remained. This was eventually covered with sand and the barge also came ashore and became derelict, caught fire with some timbers now remaining nearby.","Robb Jetty, Cockburn Sound","Remains of bow, keel, sternpost are mostly buried in sand",PC,-32.088899670000004,115.7550406,,,,
352,Fremantle Bucket Dredge,1,1926,1894,"1894 for £20,000 by Simons and Co. of Glasgow, Scotland. Bucket ladder was 22m long with 32 buckets. New Hull was constructed at Arthur Head in 1924",Steam Powered Bucket Dredge,Iron,"Government of WA , Public Works Department",length 45.7m  beam 8.8m depth 3.6m,"In January 1936 Fremantle was sold to scrap metal merchant J.E. Hall of North Fremantle for £120. Hall intended to beach the Fremantle alongside the wreck of the Kwinana in Cockburn Sound and to proceed to cut up both vessels for the scrap iron. But he was unable to give the authorities the guarantee that the work would be completed within the stipulated time, so he removed the boilers, machinery and fittings at Victoria Quay and towed the hulk out to be scuttled near the Stragglers Rocks. The  Fremantle played an important role in the construction of the Fremantle inner Harbour particularly in the early stages when access was prevented by the presence of a rocky bar across the entrance in 1896. The Fremantle continued to work in the harbour for many years. Around 1908 it went upstream to dredge channels in Perth waters.",1km west from Stragglers Rocks,"Laying in 13-16m depth in sand covered in delicate sponges and corals, visibility 10/15m",PC,-32.06335,115.603833,,,,
353,Zedora,1,1875,1869,"1869 by John Johnson at Bideford, North Devon, England",3 masted Barque,Timber,J Mill  Master: John Hodges,269 tons length 35.9m.breath 7.6m depth 4.5m,"Sailing from Mauritius to Adelaide in Ballast  with a crew of 10, ship encountered strong winds forcing her northwards, a strong squall shifted sand ballast and pumps chocked and the master headed for Fremantle. During the night watch was posted to observe the Rottnest light, but owing to bad visibility, it was not sighted properly before hitting the reef. All crew got ashore in boats. All inquiries against Captain Hodges were dismissed at subsequent Inquiry.","Mewstone Reef, near Rottnest Island","The wreck lies in about 8m of water at the base of a 3-4m reef wall, very little wreckage protrudes more than 1m from the bottom and partially covered in sand.",PC,-32.084396667,115.637008333,,,,
354,Lancier,1,1839,1834,"1834 by Crook and Naz, Port Louis, Mauritius",3 masted Barque,Timber,Salome Hypolite Giguel   Master: Captain Durocher,285 tons length 29.6m.breath 7.3m,"On Voyage from Mauritius to Hobart  intending to call into Fremantle, Captain attempted passage in without a pilot vessel struck a submerged rock with such violence sank by the stern, all hands abandoned  her as a total wreck. About £ 7000 in specie is said to have been lost. No official reports mention this and appear to be just rumours.  Many post-war expeditions to locate the wreck and its lost gold resulted in no results even the nearby wreck Zedora being wrongly disturbed",Mewstone Reef near Rottnest Island,Little remains of the structure of the vessel as a result of prevalent weather conditions which expose the reef to swell and surge. The depth range 7 to 8 metres with wreck on a sandy bottom spread over 25 metres length.,PC,-32.079841667,115.633525,,,,
355,Twinkling Star,1,1873,1867,"1867 by Subpore Howrath, Calcutta",2-masted Schooner,Timber with one deck and a round stern,J & W Bateman   Master: George Long,59.5 ton  length 19.3m beam 4.9m draft 2.2m,"On voyage from Champion Bay to Fremantle with cargo of Lead Ore. Carrying 5 crew and 8 passengers struck reef and sank, Efforts to work the vessel off the reef were to no avail, so all passengers and crew all landed safely in boats at ‘Friars Place just south of Cliff Pt. Garden Island . Two days later John Bateman took a cargo boat to render assistance, but found that the seas breaking over The Twinkling Star’s decks had carried away the roundhouse and were threatening to break the hull apart.  Captain Long was censured at Court of Inquiry for not Keeping a proper account of his longitude position.",Unknown off Northwest  Garden Island,Whilst a passenger stated that the ship was’1.2km offshore opposite an elevated part of garden Island’ (Mt. Haycock?) Many divers have tried to locate the wreck over 40 years without success.,PC,-32.161839,115.654375,,,,
356,Ulidia,1,1893,1889,"1889 by Richardson, Duck and Company. Stockton on Tees, Durham, Scotland",Fully Masted Sailing Ship,iron with two decks,P. Iredale & Porter Ltd.  Master: Captain McAdam,2405 tons length 91.4m.breath 12.8m depth 7.4m,"Ulidia had arrived in Bunbury on 13 February 1893 after a fast voyage of 87 days from Newport, Monmouthshire, with a fulf cargo of railway iron, rails and fittings. The next day the vessel was grounded at the jetty and although it was refloated the captain lost his ticket for one year.  With new Captain Ulidia took 1000 tons of sand ballast in Cockburn sound, departing for Sydney on the morning of 18 May, under close haul, a wind change and heavy swell forced an attempt to anchor close to Stragglers rocks, with 190 metres of chain out the line snapped. Although the vessel initially struck gently, the waves and tide forced the vessel on more heavily. The Dolphin and Rescue were sent out from Fremantle. The Ulidia was declared a total wreck when it was found impossible to tow off. At the inquiry it was suggested that one of the reasons that the vessel did not respond to the helm was that in ballast it drew only 3.7 metres instead of the fully laden 6.6 metres. This left 2.7 metres of rudder out of the water and this in conjunction with the mild breeze stopped it from coming around. However, the captain’s certificate was suspended for six months.",Stragglers Rocks,The wreckage lies on an east-west axis with the stem on the reef rising nearly to the surface in 3 metres of water and the stem on a sand bottom in approximately 6 metres.  The overall wreckage is spread over 99 metres. The stem is particularly interesting in that it is almost complete but lying backwards propped up by the iron strokes of the bow section. It measures 6 metres.,PC,-32.057666667,115.628833333,,,,
358,Amur (Formerly Agnes Holt),1,1887,1862,"1862 by G.S. Moore at Sunderland, UK",Composite Barque,"The barque was one of the very early composite vessels, having frames and beams of iron joined by knees made of iron plates. The keel was of English and American elm and the stem and stern post of oak.",W E Marmion and William George Pearse  Master: Captain Watson,236 tons    33.5m  length   7.4m beam    3.6m draft,On 17 June 1887 a strong gale struck the Fremantle area and the Amur snapped its cables and was blown onto the beach. no cargo was aboard.,"1887/03/17The site lies between Weld and Roe streets, south of Kwinana Grain Jetty, North Rockingham Beach, under sand.",Previous descriptions of the site report up to 28.72 metres in length and 6.9 metres in breadth of iron work have been revealed. The frames and deck beams form a rectangular pattern. During winter storms the structure is subject to scouring and is best viewed at these times.,PC,-32.2639,115.7437166667,,,,
359,SS Kwinana (Ex Darius),1,1922,1892,"1892 William Doxford & Sons Ltd. Sunderland, England",Screw Steamer,steel,A Currie Melbourne 1912. State Shipping WA           Master: W Wyles,3295  tons     103.6m length 13.1m   beam   7.6m draft,"Sinking: : Fire in Bunkers at Carnarvon, refloated and towed to Fremantle. On 9 December 1921 the hulk was towed to Careening Bay, Garden Island.  In a storm on 29 May 1922 she broke her moorings, was was blown ashore during a storm to a spot now known as Kwinana Beach.","The wreck of the Kwinana lies near the boat ramp at Wells Park, Kwinana.","The Aboriginal name Kwinana means ‘pretty maiden’. Kwinana’s hull shape can still clearly be seen at the concrete breakwater/pier today, with the bow stem and plating visible at the waterline.",PC,-32.247912,115.756163,,,,
360,Star,1,1880,1876,"1876 by Thomas Mews at Arthurs Head, Fremantle",2 Masted fore-and-aft Schooner,Timber,J. and W. Bateman of Fremantle WA .Master: Captain John Sheppard,70 tons length 24.10m beam 5.30m depth 2.30m,"Just after 3.00 am the Star struck Murray Reefs about 1½ miles south of The Sisters. Captain Sheppard had been lying asleep on the deck near the helmsman when the lookout saw waves breaking over a reef. The wheel was immediately put hard up to port and the captain woken. He took over the helm a few minutes before the vessel struck. The dinghy was lowered, and a kedge anchor taken out so as to try and haul the schooner away from the rocks. However, before this could be achieved the Star filled with water and sank in two fathoms (3.7 m) of water. The whaleboats were then launched and the crew rowed them and the dinghy to Becher Point. At first light next morning, the dinghy with mast and sails fitted and manned by three men, was sent to Fremantle to seek help.","Sisters Reef, off Point Kennedy","The remains of the Star, badly broken up, lie on the reef. These include some of the timbers, ballast stones, ironwork, chinaware and glass bottles. An excavation of the site was carried out by the WA Museum in 1983, with assistance from local divers. Since this was the first locally-built ship to be investigated by the Museum, the main interest was the hull—found to be in good condition and made of local wood. After analysis, these were determined to be jarrah, a sapwood, red mahogany and red gum (the latter two possibly of New South Wales origin). No whaling equipment was found, but large pulleys indicated a need to lift heavy, bulky cargoes. Among the artefacts recovered were a brass ship’s log, a penny dated 1876 and various types of ceramic wares.",PC,-32.3765,115.683833,,,,
